,Program,Research Exp,TOEFL Score,greV,greQ,greA,Topper CGPA,CGPA,UG label,ranking
0,0,0,101,430,740,4.5,7.227,7.227,0,751
1,0,0,101,430,740,4.5,7.227,7.227,0,129
2,0,0,101,430,740,4.5,7.227,7.227,0,601
3,0,0,91,144,157,3,7.3,5.611,0,601
4,0,0,0,149,157,3,8.5,7.71,1,215
5,0,0,0,450,730,2,9.78,8.15,1,215
6,0,0,0,450,730,2,9.78,8.15,1,581
7,0,0,0,450,730,2,9.78,8.15,1,231
8,0,0,88,147,164,2.5,8.6,6.2,1,301
9,0,0,0,450,730,2,9.78,8.15,1,501
10,0,0,88,147,164,2.5,8.6,6.2,1,501
11,0,0,102,148,148,3,8.2,7.4,2,231
12,0,0,102,148,148,3,8.2,7.4,2,301
13,0,0,115,154,161,3,8.5,7.1,20,215
14,0,0,115,154,161,3,8.5,7.1,20,501
15,0,0,105,590,750,3,9.7,8.9,3,359
18,0,0,99,660,800,3.5,9.15,8.58,3,48
19,0,0,99,660,800,3.5,9.15,8.58,3,14
20,0,0,99,660,800,3.5,9.15,8.58,3,72
21,0,0,99,660,800,3.5,9.15,8.58,3,285
22,0,0,99,660,800,3.5,9.15,8.58,3,101
23,0,0,99,660,800,3.5,9.15,8.58,3,359
24,0,0,99,660,800,3.5,9.15,8.58,3,219
25,0,0,99,660,800,3.5,9.15,8.58,3,167
26,0,0,99,660,800,3.5,9.15,8.58,3,136
27,0,0,99,660,800,3.5,9.15,8.58,3,56
28,0,0,113,580,800,3.5,9.35,9.35,3,359
29,0,0,113,580,800,3.5,9.35,9.35,3,219
30,0,0,113,580,800,3.5,9.35,9.35,3,75
31,0,0,113,580,800,3.5,9.35,9.35,3,136
32,0,0,113,580,800,3.5,9.35,9.35,3,305
33,0,0,113,580,800,3.5,9.35,9.35,3,65
34,0,0,113,580,800,3.5,9.35,9.35,3,353
35,0,0,100,157,163,3,8.4,8.004,4,215
36,0,0,100,157,163,3,8.4,8.004,4,501
37,0,0,100,157,163,3,8.4,8.004,4,56
38,0,0,95,143,162,3,8.7,8.5,5,90
39,0,0,95,143,162,3,8.7,8.5,5,301
40,0,0,89,370,690,4,7.7,6.941,6,801
41,0,0,89,370,690,4,7.7,6.941,6,39
42,0,0,89,370,690,4,7.7,6.941,6,561
43,0,0,89,370,690,4,7.7,6.941,6,90
44,0,0,89,370,690,4,7.7,6.941,6,301
45,0,0,85,320,600,2.5,8,6.2,21,751
46,0,0,0,157,160,4,8.5,7.1,21,344
47,0,0,0,157,160,4,8.5,7.1,21,340
48,0,0,101,145,161,3.5,8.1,8.03,21,581
49,0,0,101,145,161,3.5,8.1,8.03,21,305
50,0,0,101,145,161,3.5,8.1,8.03,21,501
51,0,0,95,520,780,3,8.76,8.76,22,215
52,0,0,102,630,780,3,9,8,22,215
53,0,0,96,450,740,3,8.9,8.4,22,285
54,0,0,90,141,159,3,9,7.1,22,344
55,0,0,100,146,163,3.5,9,7.52,22,340
56,0,0,90,141,159,3,9,7.1,22,581
57,0,0,107,35,49,5,9.2,7.7,22,189
58,0,0,95,520,780,3,8.76,8.76,22,561
59,0,0,95,148,160,3,9.8,9.12,22,561
60,0,0,95,520,780,3,8.76,8.76,22,167
61,0,0,100,146,163,3.5,9,7.52,22,167
62,0,0,95,520,780,3,8.76,8.76,22,156
63,0,0,96,450,740,3,8.9,8.4,22,90
64,0,0,90,141,159,3,9,7.1,22,90
65,0,0,0,340,720,2.5,9.2,8.5,22,301
66,0,0,100,146,163,3.5,9,7.52,22,501
67,0,0,99,640,750,2.5,9,7.3,23,285
68,0,0,0,510,750,3.5,8.3,7.53,23,111
69,0,0,0,510,750,3.5,8.3,7.53,23,340
70,0,0,0,510,750,3.5,8.3,7.53,23,189
71,0,0,107,520,710,3.5,9,7.75,24,219
72,0,0,107,520,710,3.5,9,7.75,24,35
73,0,0,107,520,710,3.5,9,7.75,24,129
74,0,0,107,520,710,3.5,9,7.75,24,301
75,0,0,0,139,158,3,8.1,7.6,25,189
76,0,0,0,139,158,3,8.1,7.6,25,301
77,0,0,108,560,780,4,6.5,5.827,26,215
78,0,0,108,560,780,4,6.5,5.827,26,285
79,0,0,102,640,780,3.5,7,5.8,26,285
80,0,0,102,640,780,3.5,7,5.8,26,340
81,0,0,108,560,780,4,6.5,5.827,26,262
82,0,0,102,640,780,3.5,7,5.8,26,561
83,0,0,102,640,780,3.5,7,5.8,26,167
84,0,0,102,580,800,3,6.9,6.4,26,301
85,0,0,108,560,780,4,6.5,5.827,26,301
86,0,0,103,560,800,4,9.8,8.15,27,344
87,0,0,99,690,760,3.5,8.875,8.175,28,189
88,0,0,99,690,760,3.5,8.875,8.175,28,167
89,0,0,99,690,760,3.5,8.875,8.175,28,156
90,0,0,99,690,760,3.5,8.875,8.175,28,501
91,0,0,99,690,760,3.5,8.875,8.175,28,327
92,0,0,97,146,156,3.5,8.06,7.59,8,189
93,0,0,96,145,150,4.5,8.6,7.5,9,751
94,0,0,0,141,153,2,8.6,8.6,9,56
95,0,0,89,500,690,2.5,7.6,6.4,10,701
96,0,0,103,510,760,3,9,6.491,10,72
97,0,0,107,149,156,3,7.2,6,10,751
98,0,0,0,155,163,4,7,6.12,10,344
99,0,0,103,510,760,3,9,6.491,10,344
100,0,0,98,630,720,3,7.5,6.8,10,262
101,0,0,98,630,720,3,7.5,6.8,10,340
102,0,0,98,630,720,3,7.5,6.8,10,359
103,0,0,0,155,163,4,7,6.12,10,581
104,0,0,89,500,690,2.5,7.6,6.4,10,189
105,0,0,98,630,720,3,7.5,6.8,10,561
106,0,0,113,158,164,4,9,8.25,10,206
107,0,0,0,144,158,3,9,6.44,10,231
108,0,0,0,155,163,4,7,6.12,10,75
109,0,0,103,510,760,3,9,6.491,10,129
110,0,0,103,510,760,3,9,6.491,10,501
111,0,0,110,159,159,4,8.2,6.8,11,48
112,0,0,110,159,159,4,8.2,6.8,11,189
113,0,0,110,159,159,4,8.2,6.8,11,262
114,0,0,110,159,159,4,8.2,6.8,11,68
115,0,0,101,149,159,3,8,7.65,12,344
116,0,0,101,149,159,3,8,7.65,12,501
117,0,0,101,149,159,3,8,7.65,12,601
118,0,0,93,145,159,3,9,8.1,29,701
119,0,0,93,145,159,3,9,8.1,29,21
120,0,0,102,151,161,3.5,8.65,6.21,30,751
121,0,0,101,540,800,3,8.37,7.86,30,39
122,0,0,102,151,161,3.5,8.65,6.21,30,285
123,0,0,102,151,161,3.5,8.65,6.21,30,344
124,0,0,106,156,163,4.86047423179289,8.32,7.116,30,340
125,0,0,102,151,161,3.5,8.65,6.21,30,340
126,0,0,102,151,161,3.5,8.65,6.21,30,189
127,0,0,102,151,161,3.5,8.65,6.21,30,305
128,0,0,99,150,159,2.5,8.5,6.1,30,501
129,0,0,102,151,161,3.5,8.65,6.21,30,501
130,2,0,113,640,800,4,9.6,8.236,31,18
131,0,0,100,149,163,3.5,9.6,8.4,31,285
132,2,0,113,640,800,4,9.6,8.236,31,2
133,0,0,100,149,163,3.5,9.6,8.4,31,340
134,0,0,98,31,48,5,9,7.01,31,340
135,0,0,102,156,163,3.5,9.6,9.293,31,359
136,0,0,98,31,48,5,9,7.01,31,189
137,0,0,100,149,163,3.5,9.6,8.4,31,45
138,0,0,98,31,48,5,9,7.01,31,561
139,0,0,102,156,163,3.5,9.6,9.293,31,231
140,2,0,113,640,800,4,9.6,8.236,31,305
141,0,0,102,156,163,3.5,9.6,9.293,31,156
142,0,0,102,156,163,3.5,9.6,9.293,31,129
143,0,0,86,400,790,3,9.6,7.3,31,301
144,0,0,100,149,163,3.5,9.6,8.4,31,501
145,0,0,86,400,790,3,9.6,7.3,31,501
146,0,0,102,156,163,3.5,9.6,9.293,31,56
147,2,0,113,640,800,4,9.6,8.236,31,56
148,1,0,111,580,770,3.5,9,9.74,32,14
149,1,0,111,580,770,3.5,9,9.74,32,39
150,1,0,111,580,770,3.5,9,9.74,32,167
151,1,0,111,580,770,3.5,9,9.74,32,136
152,0,0,98,153,164,3.5,9.2,7,33,301
153,0,0,98,470,750,3.5,7.6,6.9,34,285
154,0,0,98,470,750,3.5,7.6,6.9,34,136
155,0,0,100,360,770,3,7.8,6.3,35,801
156,0,0,100,360,770,3,7.8,6.3,35,301
157,0,0,101,152,164,3.5,9,7.777,36,215
158,0,0,97,360,670,3.5,8.4,7.4,36,344
159,0,0,101,152,164,3.5,9,7.777,36,167
160,0,0,101,152,164,3.5,9,7.777,36,501
161,0,0,97,360,670,3.5,8.4,7.4,36,601
162,0,0,99,440,720,3.5,9,7.1,13,301
163,0,0,95,144,154,4.86047423179289,7.9,7.6,13,301
164,0,0,95,144,154,4.86047423179289,7.9,7.6,13,501
165,0,0,84,144,161,3,10,7.6,37,751
166,0,0,84,144,161,3,10,7.6,37,344
167,2,0,108,154,155,4,9,9,37,501
168,1,0,0,550,800,5,9.75,9.5,38,111
169,1,0,0,550,800,5,9.75,9.5,38,65
170,0,0,115,155,164,5,9,9.125,39,156
172,0,0,93,530,720,3.5,9.3,6.43,40,215
173,0,0,110,154,167,3,8,6.6,40,215
174,0,0,109,160,163,4,9.3,7.56,40,48
175,0,0,110,154,167,3,8,6.6,40,701
176,0,0,109,160,163,4,9.3,7.56,40,18
177,0,0,93,530,720,3.5,9.3,6.43,40,801
178,0,0,109,160,163,4,9.3,7.56,40,72
180,0,0,109,160,163,4,9.3,7.56,40,24
181,0,0,93,530,720,3.5,9.3,6.43,40,751
182,0,0,110,154,167,3,8,6.6,40,39
184,0,0,90,143,155,3,9.3,6.1,40,285
186,0,0,108,150,169,3.5,9.5,8.04,40,359
189,0,0,110,154,167,3,8,6.6,40,219
190,0,0,108,150,169,3.5,9.5,8.04,40,45
191,0,0,93,530,720,3.5,9.3,6.43,40,206
192,0,0,108,150,169,3.5,9.5,8.04,40,167
196,0,0,110,154,167,3,8,6.6,40,90
197,0,0,93,530,720,3.5,9.3,6.43,40,90
198,0,0,93,530,720,3.5,9.3,6.43,40,129
199,0,0,93,530,720,3.5,9.3,6.43,40,301
201,0,0,110,154,167,3,8,6.6,40,501
203,0,0,110,154,167,3,8,6.6,40,601
204,0,0,115,151,161,4.5,9,7.36,41,215
205,0,0,114,162,162,4.5,8.93,8.69,41,215
206,0,0,105,550,760,3.5,9.2,7.9,41,215
207,0,0,108,510,740,3.5,8.52,7.88,41,215
208,0,0,102,440,780,3.5,9.4,7.6,41,215
209,0,0,106,150,159,3,9.3,8.36,41,215
210,0,0,95,150,157,3,9.4,8.35,41,215
211,0,0,93,310,770,2.5,9.8,7.5,41,215
212,0,0,103,153,158,3,8.4,7.2,41,215
213,0,0,0,160,159,4,9.5,8.31,41,48
214,0,0,99,158,163,4,9.5,7.55,41,48
215,0,0,107,154,164,3,8.6,7.5,41,48
216,0,0,102,590,790,3,9.1,8.2,41,48
217,0,0,102,152,163,4.86047423179289,9,7.07,41,48
218,0,0,99,158,163,4,9.5,7.55,41,18
219,0,0,107,610,780,4.86047423179289,8.88,8.53,41,14
220,0,0,95,150,157,3,9.4,8.35,41,801
221,0,0,93,310,770,2.5,9.8,7.5,41,801
222,0,0,0,160,159,4,9.5,8.31,41,72
223,0,0,108,510,740,3.5,8.52,7.88,41,72
224,0,0,111,155,164,3,9.3,7.22,41,72
225,0,0,105,550,760,3.5,9.2,7.9,41,72
226,0,0,102,152,163,4.86047423179289,9,7.07,41,24
227,0,0,108,510,740,3.5,8.52,7.88,41,751
228,0,0,99,158,163,4,9.5,7.55,41,39
229,0,0,111,155,164,3,9.3,7.22,41,39
230,0,0,117,160,166,4,9,6.64,41,285
231,0,0,107,640,800,3,9.6,6.8,41,285
232,0,0,114,162,162,4.5,8.93,8.69,41,285
233,0,0,111,155,164,3,9.3,7.22,41,285
234,0,0,106,150,159,3,9.3,8.36,41,285
235,0,0,115,151,161,4.5,9,7.36,41,285
236,0,0,108,149,159,3,9,8.14,41,285
237,0,0,105,550,760,3.5,9.2,7.9,41,285
238,0,0,102,152,163,4.86047423179289,9,7.07,41,285
239,0,0,111,155,164,3,9.3,7.22,41,344
240,0,0,106,150,159,3,9.3,8.36,41,344
241,0,0,107,154,164,3,8.6,7.5,41,344
242,0,0,115,151,161,4.5,9,7.36,41,344
243,0,0,102,590,790,3,9.1,8.2,41,344
244,0,0,0,580,790,3.5,9,7.01,41,344
245,0,0,113,530,750,3.5,9.5,7,41,344
246,0,0,95,150,157,3,9.4,8.35,41,344
247,0,0,93,310,770,2.5,9.8,7.5,41,344
248,0,0,86,150,162,3,9.25,7.81,41,344
249,0,0,102,590,790,3,9.1,8.2,41,31
250,1,0,117,540,730,3.5,9,7.5,41,101
251,0,0,106,148,168,3.5,8.9,8.43,41,101
252,0,0,115,151,161,4.5,9,7.36,41,101
253,0,0,86,150,162,3,9.25,7.81,41,101
254,0,0,95,150,157,3,9.4,8.35,41,111
255,0,0,93,310,770,2.5,9.8,7.5,41,111
256,0,0,114,162,162,4.5,8.93,8.69,41,111
257,0,0,102,590,790,3,9.1,8.2,41,262
258,0,0,113,154,162,3.5,9.1,8.79,41,2
259,0,0,117,590,800,3,9.2,8.9,41,2
260,0,0,107,155,157,4,9,8.225,41,340
261,0,0,114,159,163,4.86047423179289,9,8.45,41,340
262,0,0,0,321.993527703847,419.528591015404,4.86047423179289,8.5,7.07,41,340
263,0,0,86,150,162,3,9.25,7.81,41,340
264,0,0,96,146,161,3,9,7.08,41,340
265,0,0,106,150,159,3,9.3,8.36,41,340
266,0,0,95,150,157,3,9.4,8.35,41,340
267,0,0,109,149,170,3,8.92,8.92,41,359
268,0,0,111,155,164,3,9.3,7.22,41,359
269,0,0,106,150,159,3,9.3,8.36,41,359
270,0,0,115,151,161,4.5,9,7.36,41,359
271,0,0,105,550,760,3.5,9.2,7.9,41,359
272,0,0,107,154,164,3,8.6,7.5,41,581
273,0,0,95,150,157,3,9.4,8.35,41,581
274,0,0,93,310,770,2.5,9.8,7.5,41,581
275,0,0,102,152,163,4.86047423179289,9,7.07,41,581
276,0,0,106,150,159,3,9.3,8.36,41,581
277,0,0,107,155,157,4,9,8.225,41,189
278,0,0,114,159,163,4.86047423179289,9,8.45,41,189
279,0,0,107,154,164,3,8.6,7.5,41,189
280,0,0,115,151,161,4.5,9,7.36,41,189
281,0,0,102,29,47,5,9,7.51,41,189
282,0,0,96,146,161,3,9,7.08,41,189
283,0,0,107,155,157,4,9,8.225,41,262
284,0,0,114,159,163,4.86047423179289,9,8.45,41,262
285,0,0,99,158,163,4,9.5,7.55,41,262
286,0,0,111,155,164,3,9.3,7.22,41,262
287,0,0,107,640,800,3,9.6,6.8,41,262
288,0,0,102,152,163,4.86047423179289,9,7.07,41,262
289,0,0,111,155,164,3,9.3,7.22,41,219
290,0,0,115,151,161,4.5,9,7.36,41,35
291,0,0,101,148,164,3,10,7,41,367
292,0,0,108,510,740,3.5,8.52,7.88,41,367
293,0,0,107,154,164,3,8.6,7.5,41,561
294,0,0,86,150,162,3,9.25,7.81,41,561
295,0,0,99,158,163,4,9.5,7.55,41,561
296,0,0,102,440,780,3.5,9.4,7.6,41,206
297,0,0,95,149,163,3.5,9.5,8.12,41,206
298,0,0,115,151,161,4.5,9,7.36,41,206
299,0,0,86,150,162,3,9.25,7.81,41,206
300,0,0,106,148,168,3.5,8.9,8.43,41,206
301,0,0,105,550,760,3.5,9.2,7.9,41,206
302,0,0,117,590,800,3,9.2,8.9,41,167
303,0,0,106,150,159,3,9.3,8.36,41,167
304,0,0,105,550,760,3.5,9.2,7.9,41,167
305,0,0,102,440,780,3.5,9.4,7.6,41,231
306,0,0,108,149,159,3,9,8.14,41,231
307,0,0,108,510,740,3.5,8.52,7.88,41,231
309,0,0,117,590,800,3,9.2,8.9,41,75
310,0,0,108,510,740,3.5,8.52,7.88,41,75
311,0,0,107,155,157,4,9,8.225,41,136
312,0,0,114,159,163,4.86047423179289,9,8.45,41,136
313,0,0,114,162,162,4.5,8.93,8.69,41,136
314,0,0,102,152,163,4.86047423179289,9,7.07,41,136
315,0,0,108,149,159,3,9,8.14,41,136
316,0,0,86,150,162,3,9.25,7.81,41,305
317,0,0,96,146,161,3,9,7.08,41,305
318,0,0,114,162,162,4.5,8.93,8.69,41,21
319,0,0,113,154,162,3.5,9.1,8.79,41,156
320,0,0,111,155,164,3,9.3,7.22,41,156
321,0,0,107,640,800,3,9.6,6.8,41,156
322,0,0,106,150,159,3,9.3,8.36,41,90
323,0,0,102,590,790,3,9.1,8.2,41,15
324,0,0,114,162,162,4.5,8.93,8.69,41,15
325,0,0,111,155,164,3,9.3,7.22,41,15
326,0,0,102,440,780,3.5,9.4,7.6,41,15
327,0,0,111,155,164,3,9.3,7.22,41,129
328,0,15,95,143,157,3.5,8.5,6.6,41,301
329,0,0,95,149,163,3.5,9.5,8.12,41,301
330,0,0,107,610,780,4.86047423179289,8.88,8.53,41,65
331,0,0,108,149,159,3,9,8.14,41,65
332,0,0,113,155,164,3,9,5.71,41,501
333,0,0,102,440,780,3.5,9.4,7.6,41,501
334,0,0,95,149,163,3.5,9.5,8.12,41,501
335,0,0,108,149,159,3,9,8.14,41,501
336,0,0,95,150,157,3,9.4,8.35,41,501
337,0,0,93,310,770,2.5,9.8,7.5,41,501
338,0,0,103,153,158,3,8.4,7.2,41,501
339,0,0,101,148,164,3,10,7,41,501
340,0,0,114,162,162,4.5,8.93,8.69,41,68
341,0,0,114,159,164,3.5,9,5.8,41,56
342,0,15,95,143,157,3.5,8.5,6.6,41,484
343,0,0,110,420,660,3.5,9,9.1,42,48
344,1,0,94,151,163,3,7.5,7.235,42,72
345,0,0,110,420,660,3.5,9,9.1,42,72
346,0,0,110,420,660,3.5,9,9.1,42,24
347,1,0,94,151,163,3,7.5,7.235,42,101
348,0,0,98,140,164,3,7.3,6.8,42,359
349,0,0,98,140,164,3,7.3,6.8,42,167
350,0,0,97,146,152,3,7.8,6.7,42,353
351,0,0,88,145,160,2.5,7.7,6.5,42,501
352,0,0,106,148,164,3.5,9,7.81,43,215
353,0,0,108,152,167,3.5,9.4,9.01,43,215
354,0,0,113,590,800,4,9.2,7.73,43,215
355,0,0,110,147,163,4,9.4,7.29,43,215
356,0,0,114,159,151,3.5,9.5,7.93,43,215
357,0,0,104,160,150,3.5,9.4,7.1,43,215
358,0,0,112,620,770,3.5,8.8,7.24,43,215
359,0,0,110,160,167,4,9.4,8.06,43,215
360,0,0,100,152,159,3,9.6,8.34,43,215
361,0,0,113,152,158,4,9.7,8.4,43,215
362,0,0,108,640,800,4,9.01,7.73,43,215
363,0,0,115,680,800,4.5,9.5,8.32,43,215
364,0,0,109,153,164,4,9,8.88,43,215
365,0,0,104,520,760,4,9.1,8.02,43,215
366,0,0,103,149,164,3,9,7.2,43,215
367,0,0,105,149,159,4,9.3,7.75,43,215
368,0,0,110,152,163,3.5,9.5,7.9,43,215
369,0,0,102,650,800,3.5,9.6,8.86,43,215
370,0,0,108,148,165,3,9.5,7.4,43,215
371,0,0,99,150,161,3.5,10,8.4,43,215
372,0,0,106,153,167,4.5,9,9.27,43,215
373,0,0,107,163,158,3,9.8,8.57,43,215
374,0,0,106,630,750,4,9,7.69,43,215
375,0,0,116,158,160,4.5,9,7.73,43,215
376,0,0,108,156,166,4,10,7.86,43,215
377,0,0,98,144,169,3,10,8.01,43,215
378,0,0,112,150,169,4,9.4,7.48,43,215
379,0,0,100,430,740,3.5,9.1,6.3,43,215
380,0,0,115,151,155,4,9,8.1,43,215
382,0,0,95,150,161,4.86047423179289,9,7.9,43,215
383,0,0,97,430,770,3.5,9,7.5,43,215
384,0,0,106,150,163,4,9.6,7.36,43,215
385,0,0,108,640,800,3,9,7.1,43,215
386,0,0,106,600,700,4,9.2,7.56,43,215
387,0,0,94,430,800,3.5,8.5,7.22,43,215
388,0,0,87,145,163,3,9,8.48,43,215
389,0,0,105,158,156,4.5,9,6.42,43,215
390,0,0,0,147,153,4,9.9,6.33,43,215
391,0,0,102,330,770,3,9,7,43,215
392,0,0,102,158,161,3.5,8.7,7.55,43,215
393,2,0,109,156,164,3,8.8,7.36,43,215
394,0,0,0,149,163,3,9.2,7.43,43,215
395,0,0,112,153,160,3,9.4,8.19,43,215
396,0,0,93,150,163,3,9.5,8.01,43,215
397,0,0,89,142,163,3,9,7.01,43,215
398,0,0,111,149,170,3.5,9.3,7.7,43,215
399,0,0,110,147,163,4,9.4,7.29,43,48
400,0,0,113,153,164,4.5,9.5,8.22,43,48
401,0,0,116,700,780,4,9.53,8.74,43,48
402,0,0,117,37,47,5.5,9.7,8.1,43,48
403,0,0,105,153,163,3,9,7.15,43,48
404,0,0,114,159,151,3.5,9.5,7.93,43,48
405,0,6,111,159,165,5,9.8,8.93,43,48
406,0,0,108,640,800,3,9,7.1,43,48
407,0,0,0,152,162,4.86047423179289,8.9,8.2,43,48
408,0,0,107,154,166,3.5,9.2,7.8,43,48
409,0,8,107,156,164,3,9.4,7.85,43,48
410,0,0,108,156,166,4,10,7.86,43,701
411,0,0,108,590,800,4.5,8.8,7.45,43,701
412,0,0,111,151,166,3.5,9.5,8.2,43,701
413,0,0,105,158,156,4.5,9,6.42,43,701
414,0,0,0,152,161,4.5,9.5,8.2,43,701
415,0,0,112,153,160,3,9.4,8.19,43,701
416,0,0,105,620,740,4,9.8,7.21,43,701
417,0,0,108,710,800,3.5,8.9,7.6,43,701
418,0,0,109,153,159,4,9.1,7.69,43,701
419,0,0,0,151,164,3,9.3,9.01,43,701
420,0,0,98,144,169,3,10,8.01,43,701
421,0,0,106,500,790,2.5,9.6,6.68,43,701
422,0,0,104,520,760,4,9.1,8.02,43,701
423,0,0,87,145,163,3,9,8.48,43,701
424,0,0,116,700,780,4,9.53,8.74,43,18
425,0,0,113,157,160,3.5,9.4,8.64,43,14
426,0,0,107,149,162,3.5,9,7.66,43,14
427,0,0,113,164,170,3.5,9.5,7.73,43,14
428,0,0,116,700,780,4,9.53,8.74,43,14
429,0,0,95,148,161,4,9.5,7.89,43,14
430,0,0,107,154,166,3.5,9.2,7.8,43,801
431,0,0,102,330,770,3,9,7,43,801
432,0,2,118,160,168,4,9.65,9.49,43,72
433,0,0,108,152,167,3.5,9.4,9.01,43,72
434,0,0,116,159,164,5,9.3,8.6,43,72
435,0,0,116,158,160,4.5,9,7.73,43,72
436,0,0,113,157,160,3.5,9.4,8.64,43,72
437,0,0,114,490,750,4,9,8.2,43,72
438,0,0,100,430,740,3.5,9.1,6.3,43,72
439,0,0,115,151,155,4,9,8.1,43,72
440,0,0,107,162,152,3,9.7,8.68,43,72
441,2,0,117,660,780,4,8.6,7.8,43,72
442,0,0,112,620,770,3.5,8.8,7.24,43,72
443,0,6,111,159,165,5,9.8,8.93,43,72
444,0,0,116,700,780,4,9.53,8.74,43,72
445,0,0,94,430,800,3.5,8.5,7.22,43,72
446,0,0,103,149,164,3,9,7.2,43,72
448,0,0,100,152,164,3,9.6,8.4,43,72
449,0,0,0,152,161,4.5,9.5,8.2,43,72
450,0,0,97,430,770,3.5,9,7.5,43,24
451,0,0,94,430,800,3.5,8.5,7.22,43,24
452,0,0,0,152,162,4.86047423179289,8.9,8.2,43,24
453,0,0,95,148,161,4,9.5,7.89,43,24
454,0,0,87,144,162,3,9,6.8,43,751
455,0,0,100,430,740,3.5,9.1,6.3,43,751
456,0,0,106,500,790,2.5,9.6,6.68,43,751
457,0,53,95,148,152,3,9.4,7.48,43,751
458,0,0,93,149,151,3,9.3,6.4,43,751
459,0,0,80,141,156,2.5,9.6,7.6,43,751
460,0,0,115,158,164,4,9.08,7.16,43,751
461,0,0,92,144,161,3,8.7,5.92,43,751
463,0,0,89,145,163,3,8.2,6.31,43,751
464,0,0,89,320,760,3,9.5,7.03,43,751
465,0,0,0,156,164,3.5,9.1,6.5,43,39
466,0,0,108,152,167,3.5,9.4,9.01,43,285
467,0,0,108,156,166,4,10,7.86,43,285
468,0,0,98,144,169,3,10,8.01,43,285
469,0,0,108,590,800,4.5,8.8,7.45,43,285
470,0,0,0,152,165,3.5,9,8.42,43,285
471,0,0,107,162,152,3,9.7,8.68,43,285
472,0,0,110,147,163,4,9.4,7.29,43,285
473,0,6,111,159,165,5,9.8,8.93,43,285
474,0,0,108,640,800,3,9,7.1,43,285
475,0,0,110,160,167,4,9.4,8.06,43,285
476,0,0,115,680,800,4.5,9.5,8.32,43,285
477,0,0,102,157,167,3.5,9.2,8.6,43,285
478,0,0,113,450,780,5,9,8.08,43,285
479,0,0,99,150,161,3.5,10,8.4,43,285
480,0,0,106,153,167,4.5,9,9.27,43,285
481,0,0,110,151,167,4,9.7,8.42,43,285
482,0,0,116,159,164,5,9.3,8.6,43,285
483,0,0,113,157,160,3.5,9.4,8.64,43,285
484,0,0,100,430,740,3.5,9.1,6.3,43,285
485,0,0,103,150,158,3.5,9.75,7.56,43,285
486,0,0,104,149,163,3,9.7,9.4,43,285
487,0,0,112,620,770,3.5,8.8,7.24,43,285
488,0,0,103,152,163,4,10,7.32,43,285
489,0,0,103,151,166,3,9.6,7.64,43,285
490,0,0,106,150,163,4,9.6,7.36,43,285
491,0,0,108,148,162,5,9,7.68,43,285
492,0,0,108,640,800,4,9.01,7.73,43,285
493,0,0,114,158,162,4,9.8,6.55,43,285
494,0,0,104,520,760,4,9.1,8.02,43,285
495,0,0,115,480,800,4.5,8.67,8.25,43,285
496,0,0,105,149,163,3,9.8,8.04,43,285
497,0,0,99,153,168,4.86047423179289,9.3,8.12,43,285
498,0,0,100,152,164,3,9.6,8.4,43,285
499,0,0,95,151,161,3,9.5,7.05,43,285
500,2,0,109,156,164,3,8.8,7.36,43,285
501,0,0,112,153,160,3,9.4,8.19,43,285
502,0,0,93,150,163,3,9.5,8.01,43,285
503,0,0,111,149,170,3.5,9.3,7.7,43,285
504,0,0,109,153,159,4,9.1,7.69,43,344
505,0,0,116,163,160,4,9,7.66,43,344
506,0,0,98,144,169,3,10,8.01,43,344
507,0,0,0,145,156,4.86047423179289,10,8.8,43,344
508,0,0,106,156,160,3.5,9,6.38,43,344
509,0,0,103,145,164,3,9.4,6.1,43,344
510,0,0,113,164,170,3.5,9.5,7.73,43,344
511,0,0,103,152,163,4,10,7.32,43,344
512,0,0,103,151,166,3,9.6,7.64,43,344
513,0,0,108,640,800,3,9,7.1,43,344
514,0,0,108,148,162,5,9,7.68,43,344
515,0,0,106,500,790,2.5,9.6,6.68,43,344
516,0,0,97,146,164,3,9.22,7.22,43,344
517,0,0,102,520,780,4.5,9.6,7.57,43,344
518,0,0,80,141,156,2.5,9.6,7.6,43,344
519,0,0,113,450,780,5,9,8.08,43,344
520,0,0,93,144,167,3.5,9,8.16,43,344
521,0,0,103,155,166,4.86047423179289,9.45,8.75,43,344
522,0,0,102,155,164,4.5,9.6,7.7,43,344
523,2,0,109,156,164,3,8.8,7.36,43,344
524,0,0,7,156,160,3.5,9.5,6.25,43,344
525,0,0,107,152,161,3.5,9.5,8.9,43,344
526,0,0,0,321.993527703847,419.528591015404,4.86047423179289,9.5,7,43,344
527,0,0,104,155,162,4.86047423179289,9,6.7,43,344
528,0,6,111,159,165,5,9.8,8.93,43,344
529,0,0,102,148,165,3.5,9.2,6.17,43,344
530,0,0,103,149,164,3,9,7.2,43,344
531,0,0,95,151,161,3,9.5,7.05,43,344
532,0,0,89,320,760,3,9.5,7.03,43,344
533,0,0,0,149,163,3,9.2,7.43,43,344
535,0,0,95,148,161,4,9.5,7.89,43,344
536,0,0,99,154,162,3,9.9,6.94,43,344
537,0,0,113,157,160,3.5,9.4,8.64,43,31
538,0,0,115,480,800,4.5,8.67,8.25,43,31
539,0,0,0,152,165,3.5,9,8.42,43,101
540,0,0,115,680,800,4.5,9.5,8.32,43,101
541,0,0,0,570,760,2.5,9,7.05,43,101
542,0,0,93,150,163,3,9.5,8.01,43,101
